message_text	message_type
институт электрометрии ехать институт автоматики	loc
институт электрометрии ехать институт автоматики	loc
Институт электрометрии при Институте автоматизации	loc
Институт электрометрии при Институте автоматизации	loc
доехать институт автоматики и электрометрии со ран	loc
доехать институт автоматики и электрометрии со ран	loc
доехать институт автоматики и электрометрии со ран	loc
Пойти в Институт Автоматики и электрометрии от ран.	loc
Пойти в Институт Автоматики и электрометрии от ран.	loc
институт электрометрии идти	loc
институт электрометрии идти	loc
институт электрометрии идти	loc
Институт электрометрии	loc
Институт электрометрии	loc
институт электрометрии	loc
институт электрометрии	loc
институт электрометрии	loc
Институт электрометрии	loc
Институт электрометрии	loc
попасть институт электрометрии	loc
попасть институт электрометрии	loc
попасть институт электрометрии	loc
в Институт электрометрии	loc
в Институт электрометрии	loc
институт электрометрии где есть	loc
институт электрометрии где есть	loc
институт электрометрии где есть	loc
Институт электрометрии там, где есть	loc
Институт электрометрии там, где есть	loc
попасть институт электрометрии	loc
попасть институт электрометрии	loc
попасть институт электрометрии	loc
в Институт электрометрии	loc
в Институт электрометрии	loc
как пройти институт автоматики и электрометрии со ран	loc
как пройти институт автоматики и электрометрии со ран	loc
как пройти институт автоматики и электрометрии со ран	loc
Как пройти через институт автоматизации и электрометрии от ран.	loc
Как пройти через институт автоматизации и электрометрии от ран.	loc
институт автоматики находится	loc
институт автоматики находится	loc
институт автоматики находится	loc
Институт автоматизации	loc
Институт автоматизации	loc
институт автоматики и электрометрии со ран идти	loc
институт автоматики и электрометрии со ран идти	loc
институт автоматики и электрометрии со ран идти	loc
Институт автоматизации и электрометрии	loc
Институт автоматизации и электрометрии	loc
институт автоматики разыскать	loc
институт автоматики разыскать	loc
институт автоматики разыскать	loc
Институт автоматизации поиска	loc
Институт автоматизации поиска	loc
школа математический пройти	loc
школа математический пройти	loc
школа математический пройти	loc
Школа математики	loc
Школа математики	loc
как дойти до новое здание CГУ плиз	loc
как дойти до новое здание CГУ плиз	loc
как дойти до новое здание CГУ плиз	loc
Как поехать в новое уютное здание	loc
Как поехать в новое уютное здание	loc
покажи мне новое здание CГУ пожалуйста	loc
покажи мне новое здание CГУ пожалуйста	loc
покажи мне новое здание CГУ пожалуйста	loc
Пожалуйста, покажи мне новое здание СГУ.	loc
Пожалуйста, покажи мне новое здание СГУ.	loc
а где тут корпус новый подскажи	loc
а где тут корпус новый подскажи	loc
а где тут корпус новый подскажи	loc
Где новое здание?	loc
Где новое здание?	loc
найти корпус административный	loc
найти корпус административный	loc
найти корпус административный	loc
Найти административное здание	loc
Найти административное здание	loc
раскопать корпус административный	loc
раскопать корпус административный	loc
раскопать корпус административный	loc
Расположено административное здание	loc
Расположено административное здание	loc
распологается где корпус главный	loc
распологается где корпус главный	loc
распологается где корпус главный	loc
где основной корпус	loc
где основной корпус	loc
корпус новый обнаружить	loc
корпус новый обнаружить	loc
корпус новый обнаружить	loc
Новая скорлупа для обнаружения	loc
Новая скорлупа для обнаружения	loc
старый корпус плз	loc
старый корпус плз	loc
старый корпус плз	loc
"Старый корпус ""Плес"""	loc
"Старый корпус ""Плес"""	loc
как дойти до старое здание СГУ пожалуйста	loc
как дойти до старое здание СГУ пожалуйста	loc
как дойти до старое здание СГУ пожалуйста	loc
Как добраться до старого здания СГУ, пожалуйста	loc
Как добраться до старого здания СГУ, пожалуйста	loc
расположен где корпус старый	loc
расположен где корпус старый	loc
расположен где корпус старый	loc
расположен там, где старый корпус	loc
расположен там, где старый корпус	loc
расположен где центр по внеучебной и воспитательной работе	loc
расположен где центр по внеучебной и воспитательной работе	loc
расположен где центр по внеучебной и воспитательной работе	loc
расположен в Центре внешкольной и образовательной работы	loc
расположен в Центре внешкольной и образовательной работы	loc
расположен где клуб студенческий психологический	loc
расположен где клуб студенческий психологический	loc
расположен где клуб студенческий психологический	loc
Клуб расположен там, где расположен студенческий психологический клуб.	loc
Клуб расположен там, где расположен студенческий психологический клуб.	loc
поддержка психологическая где тут находится	loc
поддержка психологическая где тут находится	loc
поддержка психологическая где тут находится	loc
Психологическая поддержка там, где она есть.	loc
Психологическая поддержка там, где она есть.	loc
находится аудитория	loc
находится аудитория	loc
находится аудитория	loc
это зрители.	loc
это зрители.	loc
распологается где аудитория в корпусах учебных сгу	loc
распологается где аудитория в корпусах учебных сгу	loc
распологается где аудитория в корпусах учебных сгу	loc
♪ Где зрители в трупах ♪ ♪	loc
♪ Где зрители в трупах ♪ ♪	loc
аудитория в корпусах учебных сгу	loc
аудитория в корпусах учебных сгу	loc
аудитория в корпусах учебных сгу	loc
Аудитория в обучаемых ваннах	loc
Аудитория в обучаемых ваннах	loc
где погулять в академе	loc
где погулять в академе	loc
где погулять в академе	loc
Есть место, куда можно пойти в академию.	loc
Есть место, куда можно пойти в академию.	loc
где что нибудь гулять	loc
где что нибудь гулять	loc
где что нибудь гулять	loc
Я не знаю, куда пойти прогуляться.	loc
Я не знаю, куда пойти прогуляться.	loc
деканат механико математического факультета расположен где	loc
деканат механико математического факультета расположен где	loc
деканат механико математического факультета расположен где	loc
Декан факультета математики находится на	loc
Декан факультета математики находится на	loc
разыскать офис пропусков	loc
разыскать офис пропусков	loc
разыскать офис пропусков	loc
Найди пропуск.	loc
Найди пропуск.	loc
разыскать бюро пропусков	loc
разыскать бюро пропусков	loc
разыскать бюро пропусков	loc
Найди пропуск.	loc
Найди пропуск.	loc
офис пропусков отыскать	loc
офис пропусков отыскать	loc
офис пропусков отыскать	loc
Офис опознания для поиска пропусков.	loc
Офис опознания для поиска пропусков.	loc
бюро пропусков находится	loc
бюро пропусков находится	loc
бюро пропусков находится	loc
Бюро пропусков	loc
Бюро пропусков	loc
коворкинг находится коворкинг	loc
коворкинг находится коворкинг	loc
коворкинг находится коворкинг	loc
Коворкинг - это коворкинг.	loc
Коворкинг - это коворкинг.	loc
находится коворкинг	loc
находится коворкинг	loc
находится коворкинг	loc
Эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй.	loc
Эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй, эй.	loc
банкомат попасть	loc
банкомат попасть	loc
банкомат попасть	loc
Банкомат зайдёт.	loc
Банкомат зайдёт.	loc
распологается где столовая корпус главный 1 этаж	loc
распологается где столовая корпус главный 1 этаж	loc
распологается где столовая корпус главный ane этаж	loc
столовая расположена на главном первом этаже.	loc
столовая расположена на главном первом этаже.	loc
корпус административный этаж второй точка питания отыскать	loc
корпус административный этаж второй точка питания отыскать	loc
корпус административный этаж второй точка питания отыскать	loc
Найдена вторая точка питания административного этажа	loc
Найдена вторая точка питания административного этажа	loc
этаж второй поесть в корпусе новом расположен где	loc
этаж второй поесть в корпусе новом расположен где	loc
этаж второй поесть в корпусе новом расположен где	loc
Второй этаж, который можно есть в новом здании - это место, где	loc
Второй этаж, который можно есть в новом здании - это место, где	loc
корпус административный этаж третий столовка расположен где	loc
корпус административный этаж третий столовка расположен где	loc
корпус административный этаж третий столовка расположен где	loc
Административный этаж третьего столового находится там, где:	loc
Административный этаж третьего столового находится там, где:	loc
отыскать кафе корпус новый этаж третий	loc
отыскать кафе корпус новый этаж третий	loc
отыскать кафе корпус новый этаж третий	loc
Найди кафе, построенное на третьем этаже.	loc
Найди кафе, построенное на третьем этаже.	loc
расположен где кафетерий корпус административный этаж третий	loc
расположен где кафетерий корпус административный этаж третий	loc
расположен где кафетерий корпус административный этаж третий	loc
Он расположен на третьем административном этаже здания кафетерия.	loc
Он расположен на третьем административном этаже здания кафетерия.	loc
столовка корпус новый этаж третий	loc
столовка корпус новый этаж третий	loc
столовка корпус новый этаж третий	loc
Строительство нового этажа на третьем этаже	loc
Строительство нового этажа на третьем этаже	loc
этаж третий поесть в корпусе новом находится	loc
этаж третий поесть в корпусе новом находится	loc
этаж третий поесть в корпусе новом находится	loc
Третий этаж в здании новый.	loc
Третий этаж в здании новый.	loc
корпус главный 3 этаж кафетерий как пройти	loc
корпус главный 3 этаж кафетерий как пройти	loc
корпус главный trey этаж кафетерий как пройти	loc
Здание главного кафетерия третьего этажа	loc
Здание главного кафетерия третьего этажа	loc
корпус главный этаж третий столовая расположен где	loc
корпус главный этаж третий столовая расположен где	loc
корпус главный этаж третий столовая расположен где	loc
Главный этаж третьего столового находится	loc
Главный этаж третьего столового находится	loc
отыскать кафетерий корпус новый этаж третий	loc
отыскать кафетерий корпус новый этаж третий	loc
отыскать кафетерий корпус новый этаж третий	loc
Найди кафетерий, строящий новый третий этаж.	loc
Найди кафетерий, строящий новый третий этаж.	loc
где здесь находится матцентр	loc
где здесь находится матцентр	loc
где здесь находится матцентр	loc
Здесь находится центр математики.	loc
Здесь находится центр математики.	loc
распологается где матцентр	loc
распологается где матцентр	loc
распологается где матцентр	loc
♪ где центр математики ♪	loc
♪ где центр математики ♪	loc
расположен где центр математический	loc
расположен где центр математический	loc
расположен где центр математический	loc
расположен в центре математического	loc
расположен в центре математического	loc
какое расписание пожалуйста	schedule
какое расписание пожалуйста	schedule
какое расписание пожалуйста	schedule
какое расписание пожалуйста	schedule
Какое расписание, пожалуйста?	schedule
Какое расписание, пожалуйста?	schedule
Какое расписание, пожалуйста?	schedule
стоять расписание пар 22298	schedule
стоять расписание пар 22298	schedule
стоять расписание пар 22298	schedule
стоять расписание пар 22298	schedule
у вас есть расписание из 22298 пар.	schedule
у вас есть расписание из 22298 пар.	schedule
у вас есть расписание из 22298 пар.	schedule
расположен где расписание пар 195219	schedule
расположен где расписание пар 195219	schedule
расположен где расписание пар 195219	schedule
расположен где расписание пар 195219	schedule
расположен в 195219 годах.	schedule
расположен в 195219 годах.	schedule
расположен в 195219 годах.	schedule
191609 расписание занятий где есть	schedule
191609 расписание занятий где есть	schedule
191609 расписание занятий где есть	schedule
191609 расписание занятий где есть	schedule
191609 График классов	schedule
191609 График классов	schedule
191609 График классов	schedule
200351 группа расположен где	schedule
200351 группа расположен где	schedule
200351 группа расположен где	schedule
200351 группа расположен где	schedule
200351 Группа расположена там, где	schedule
200351 Группа расположена там, где	schedule
200351 Группа расположена там, где	schedule
расписание группа 193158	schedule
расписание группа 193158	schedule
расписание группа 193158	schedule
расписание группа 193158	schedule
Таблица 193158	schedule
Таблица 193158	schedule
Таблица 193158	schedule
расписание группы 19924	schedule
расписание группы 19924	schedule
расписание группы 19924	schedule
расписание группы 19924	schedule
группы 1992 года4	schedule
группы 1992 года4	schedule
группы 1992 года4	schedule
завтра расписание группа 193969 находится	schedule
завтра расписание группа 193969 находится	schedule
завтра расписание группа 193969 находится	schedule
завтра расписание группа 193969 находится	schedule
Завтра будет 193969 год.	schedule
Завтра будет 193969 год.	schedule
Завтра будет 193969 год.	schedule
находится расписание 21150 группы вторник	schedule
находится расписание 21150 группы вторник	schedule
находится расписание 21150 группы вторник	schedule
находится расписание 21150 группы вторник	schedule
21150 Групповое расписание во вторник	schedule
21150 Групповое расписание во вторник	schedule
21150 Групповое расписание во вторник	schedule
расписание у 196618 группы среда	schedule
расписание у 196618 группы среда	schedule
расписание у 196618 группы среда	schedule
расписание у 196618 группы среда	schedule
расписание заседаний группы 1966-18	schedule
расписание заседаний группы 1966-18	schedule
расписание заседаний группы 1966-18	schedule
расписание у группы 21488 вторник	schedule
расписание у группы 21488 вторник	schedule
расписание у группы 21488 вторник	schedule
расписание у группы 21488 вторник	schedule
График работы Группы 21488	schedule
График работы Группы 21488	schedule
График работы Группы 21488	schedule
суббота расписание у группы 195588	schedule
суббота расписание у группы 195588	schedule
суббота расписание у группы 195588	schedule
суббота расписание у группы 195588	schedule
Субботний график для группы 195588	schedule
Субботний график для группы 195588	schedule
Субботний график для группы 195588	schedule
находится расписание у 20994 группы понедельник	schedule
находится расписание у 20994 группы понедельник	schedule
находится расписание у 20994 группы понедельник	schedule
находится расписание у 20994 группы понедельник	schedule
Переведено специально для aMovies.tv	schedule
Переведено специально для aMovies.tv	schedule
Переведено специально для aMovies.tv	schedule
расписание занятий Яхъяева Г.Э.	schedule
расписание занятий Яхъяева Г.Э.	schedule
расписание занятий Яхъяева Г.Э.	schedule
расписание занятий Яхъяева Г.Э.	schedule
Яхьяевский график занятий в G.E.	schedule
Яхьяевский график занятий в G.E.	schedule
Яхьяевский график занятий в G.E.	schedule
расписание Дебренн М	schedule
расписание Дебренн М	schedule
расписание Дебренн М	schedule
расписание Дебренн М	schedule
Расписание Debren M	schedule
Расписание Debren M	schedule
Расписание Debren M	schedule
как найти Панин Л.Г.	schedule
как найти Панин Л.Г.	schedule
как найти Панин Л.Г.	schedule
как найти Панин Л.Г.	schedule
Как найти Панин Л.Г.	schedule
Как найти Панин Л.Г.	schedule
Как найти Панин Л.Г.	schedule
расписание преподавателя Базайкин Я.В.	schedule
расписание преподавателя Базайкин Я.В.	schedule
расписание преподавателя Базайкин Я.В.	schedule
расписание преподавателя Базайкин Я.В.	schedule
Учительское расписание - Джей Ви.	schedule
Учительское расписание - Джей Ви.	schedule
Учительское расписание - Джей Ви.	schedule
расписание занятий Кузнецов И.С.	schedule
расписание занятий Кузнецов И.С.	schedule
расписание занятий Кузнецов И.С.	schedule
расписание занятий Кузнецов И.С.	schedule
График занятий в I.S. Kuznets.	schedule
График занятий в I.S. Kuznets.	schedule
График занятий в I.S. Kuznets.	schedule
расписание для Доманов О.А.	schedule
расписание для Доманов О.А.	schedule
расписание для Доманов О.А.	schedule
расписание для Доманов О.А.	schedule
расписание для О.А. Доманов.	schedule
расписание для О.А. Доманов.	schedule
расписание для О.А. Доманов.	schedule
расписание занятий Мищенко Е.В.	schedule
расписание занятий Мищенко Е.В.	schedule
расписание занятий Мищенко Е.В.	schedule
расписание занятий Мищенко Е.В.	schedule
Эпидемия Мищенко.	schedule
Эпидемия Мищенко.	schedule
Эпидемия Мищенко.	schedule
где сейчас Артёмкина С.Б.	schedule
где сейчас Артёмкина С.Б.	schedule
где сейчас Артёмкина С.Б.	schedule
где сейчас Артёмкина С.Б.	schedule
Здесь сейчас Артемкина С.Б.	schedule
Здесь сейчас Артемкина С.Б.	schedule
Здесь сейчас Артемкина С.Б.	schedule
как найти Симонова Н.Б.	schedule
как найти Симонова Н.Б.	schedule
как найти Симонова Н.Б.	schedule
как найти Симонова Н.Б.	schedule
Как найти Симонова Н.Б.	schedule
Как найти Симонова Н.Б.	schedule
Как найти Симонова Н.Б.	schedule
расписание для Коновов А.В.	schedule
расписание для Коновов А.В.	schedule
расписание для Коновов А.В.	schedule
расписание для Коновов А.В.	schedule
расписание для A.V. Konovs.	schedule
расписание для A.V. Konovs.	schedule
расписание для A.V. Konovs.	schedule
расписание занятий Рудой Е.М.	schedule
расписание занятий Рудой Е.М.	schedule
расписание занятий Рудой Е.М.	schedule
расписание занятий Рудой Е.М.	schedule
Руда Э.М.	schedule
Руда Э.М.	schedule
Руда Э.М.	schedule
расписание для Гуляева Л.Ф.	schedule
расписание для Гуляева Л.Ф.	schedule
расписание для Гуляева Л.Ф.	schedule
расписание для Гуляева Л.Ф.	schedule
График работы Гулиаева Л.Ф.	schedule
График работы Гулиаева Л.Ф.	schedule
График работы Гулиаева Л.Ф.	schedule
расписание Ильичев Л.В.	schedule
расписание Ильичев Л.В.	schedule
расписание Ильичев Л.В.	schedule
расписание Ильичев Л.В.	schedule
График Илличева - Л.В.	schedule
График Илличева - Л.В.	schedule
График Илличева - Л.В.	schedule
расписание Осташевская Л.А.	schedule
расписание Осташевская Л.А.	schedule
расписание Осташевская Л.А.	schedule
расписание Осташевская Л.А.	schedule
Расписание осталось в Лос-Анджелесе.	schedule
Расписание осталось в Лос-Анджелесе.	schedule
Расписание осталось в Лос-Анджелесе.	schedule
расписание занятий Карпович В.Н.	schedule
расписание занятий Карпович В.Н.	schedule
расписание занятий Карпович В.Н.	schedule
расписание занятий Карпович В.Н.	schedule
График работы Карповича В.Н.	schedule
График работы Карповича В.Н.	schedule
График работы Карповича В.Н.	schedule
расписание преподавателя Макаренко Н.И.	schedule
расписание преподавателя Макаренко Н.И.	schedule
расписание преподавателя Макаренко Н.И.	schedule
расписание преподавателя Макаренко Н.И.	schedule
Профессор Макаренко Н.И.	schedule
Профессор Макаренко Н.И.	schedule
Профессор Макаренко Н.И.	schedule
расписание преподавателя Грибовский А.Г.	schedule
расписание преподавателя Грибовский А.Г.	schedule
расписание преподавателя Грибовский А.Г.	schedule
расписание преподавателя Грибовский А.Г.	schedule
График работы профессора Грибовского А.Г.	schedule
График работы профессора Грибовского А.Г.	schedule
График работы профессора Грибовского А.Г.	schedule
где сейчас Зыкин В.С.	schedule
где сейчас Зыкин В.С.	schedule
где сейчас Зыкин В.С.	schedule
где сейчас Зыкин В.С.	schedule
Я не знаю, где сейчас Зыкин В.С.	schedule
Я не знаю, где сейчас Зыкин В.С.	schedule
Я не знаю, где сейчас Зыкин В.С.	schedule
расписание занятий Василевский А.Н.	schedule
расписание занятий Василевский А.Н.	schedule
расписание занятий Василевский А.Н.	schedule
расписание занятий Василевский А.Н.	schedule
Расположение Васильевского А.Н.	schedule
Расположение Васильевского А.Н.	schedule
Расположение Васильевского А.Н.	schedule
где сейчас Горяченко Е.Е.	schedule
где сейчас Горяченко Е.Е.	schedule
где сейчас Горяченко Е.Е.	schedule
где сейчас Горяченко Е.Е.	schedule
Здесь сейчас скорая помощь.	schedule
Здесь сейчас скорая помощь.	schedule
Здесь сейчас скорая помощь.	schedule
как найти Николаев И.Б.	schedule
как найти Николаев И.Б.	schedule
как найти Николаев И.Б.	schedule
как найти Николаев И.Б.	schedule
Как найти Николаева, I.B.	schedule
Как найти Николаева, I.B.	schedule
Как найти Николаева, I.B.	schedule
расписание преподавателя Петрова Э.Д.	schedule
расписание преподавателя Петрова Э.Д.	schedule
расписание преподавателя Петрова Э.Д.	schedule
расписание преподавателя Петрова Э.Д.	schedule
Расписание учителя Э.Д. Петрова.	schedule
Расписание учителя Э.Д. Петрова.	schedule
