message_text	message_type
помощь материальная стоять	finassist
находится помощь материальная	finassist
матпомощь получаться	finassist
взять право на помощь материальный	finassist
право на помощь материальный	finassist
получаться выплата социальная	finassist
расположен где право на помощь материальный	finassist
матпомощь взять	finassist
матпомощь распологается где	finassist
стоять право на помощь материальный	finassist
матпомощь расположен где	finassist
как как мне заказать академическую стипендию	finassist
находится гас	finassist
как взять государственная академическая стипендия	finassist
академическая стипендия оформить	finassist
платить государственная академическая стипендия	finassist
получить академическая стипендия	finassist
государственная академическая стипендия где есть	finassist
академическая стипендия расположен где	finassist
расположен где государственная академическая стипендия	finassist
государственная академическая стипендия получить	finassist
выплатить академическая стипендия	finassist
распологается где академическая стипендия	finassist
государственная академическая стипендия как мне заказать	finassist
выплатить государственная академическая стипендия	finassist
как мне заказать государственная академическая стипендия	finassist
государственная академическая стипендия расположен где	finassist
государственная академическая стипендия как взять	finassist
академическая стипендия как взять	finassist
находится академическая стипендия	finassist
гас выплатить	finassist
академическая стипендия платить	finassist
получить гас	finassist
платить академическая стипендия	finassist
как мне заказать гас	finassist
как получить государственная академическая стипендия	finassist
гас как взять	finassist
брать гас	finassist
оформлять гас	finassist
гас расположен где	finassist
как мне заказать академическая стипендия	finassist
гас получить	finassist
государственная академическая стипендия где тут находится	finassist
выплатить гас	finassist
получить государственная академическая стипендия	finassist
расположен где академическая стипендия	finassist
заказать академическая стипендия	finassist
академическая стипендия выплатить	finassist
государственная академическая стипендия находится	finassist
государственная академическая стипендия платить	finassist
платить гас	finassist
брать академическая стипендия	finassist
гас где тут находится	finassist
оформить государственная академическая стипендия	finassist
академическая стипендия распологается где	finassist
расположен где государственная академическая стипендия	finassist
где есть гас	finassist
академическая стипендия оформлять	finassist
брать государственная академическая стипендия	finassist
государственная академическая стипендия заказать	finassist
государственная академическая стипендия брать	finassist
государственная академическая стипендия выплатить	finassist
академическая стипендия где есть	finassist
академическая стипендия находится	finassist
академическая стипендия где тут находится	finassist
как получить академическая стипендия	finassist
где есть академическая стипендия	finassist
где тут находится гас	finassist
гас где есть	finassist
где есть государственная академическая стипендия	finassist
распологается где государственная академическая стипендия	finassist
академическая стипендия расположен где	finassist
гас оформлять	finassist
расположен где гас	finassist
гас находится	finassist
гас расположен где	finassist
расположен где гас	finassist
гас распологается где	finassist
где тут находится академическая стипендия	finassist
академическая стипендия как мне заказать	finassist
оформлять академическая стипендия	finassist
расположен где академическая стипендия	finassist


есть ли возможность повысить оценку за экзамен или зачет	grade
я хочу улучшить оценку за экзамен	grade
хочу улучшить оценку за экзамен	grade
как возможно улучшить оценку за экзамен	grade
могу ли я повысить оценку	grade
балл экзаменационный увеличить	grade
балл экзаменационный повысить	grade
оценка за экзамен повысить	grade
повысить оценка за экзамен	grade
повысить балл экзаменационный	grade
улучшить оценка за экзамен	grade
оценка за экзамен улучшить	grade
увеличить оценка за экзамен	grade
улучшить балл экзаменационный	grade
оценка за экзамен увеличить	grade
я не доволен оценкой за экзамен	grade
оценка за экзамен увеличить заявление	grade
как мне отметку за экзамен увеличить	grade
увеличить балл экзаменационный	grade
что мне нужно для того чтобы исправить отметку за зачёт плиз	grade
могу ли я исправить оценку сессию	grade
могу ли я улучшить бал за зачёт по физике спасибо	grade
как можно улучшить выставленные оценки экзамен по биологии плиз	grade
есть ли возможность исправить отметку за зачёт	grade
как можно исправить отметку за зачеты спасибо	grade
возможно ли исправить отметку за аттестацию спасибо	grade
могу ли я повысить отметку за экзамены и зачеты спасибо	grade
как можно исправить отметку за экзамен по биологии пожалуйста	grade
могу ли я улучшить выставленные оценки зачёт по физике	grade
а я могу улучшить балл за зачёт по физике пожалуйста	grade
могу ли я улучшить балл за экзамен по матану плиз	grade
есть ли возможность улучшить балл за экзамен по матану плиз	grade
что мне нужно для того чтобы улучшить бал за зачёт	grade
а я могу повысить оценку за сессию плиз	grade
есть ли возможность улучшить бал за сессию подскажи	grade
как можно исправить оценку экзамен по экологии пожалуйста	grade
что мне нужно для того чтобы исправить отметку за экзамен по анализу спасибо	grade
возможно ли улучшить бал за экзамены и зачеты подскажи	grade
как можно улучшить бал за экзамен по матану спасибо	grade
как можно исправить оценку зачет по диффурами спасибо	grade
есть ли возможность улучшить бал за зачет плиз	grade
а я могу улучшить бал за экзамены и зачеты плиз	grade
а я могу повысить оценку за зачет по диффурами	grade
если я не доволен могу ли я улучшить отметку за экзамен по анализу спасибо	grade
что мне нужно для того чтобы исправить оценку аттестацию пожалуйста	grade
а я могу повысить отметку за зачет по диффурами плиз	grade
как и когда можно исправить оценку экзамен по экологии подскажи	grade
я могу улучшить отметку за экзамены и зачеты плиз	grade
возможно ли улучшить балл за экзамен по экологии	grade
могу ли я повысить оценку за экзамен по матану плиз	grade
могу ли я исправить отметку за зачёт по физике плиз	grade
есть ли возможность повысить оценку за аттестацию подскажи	grade
как можно исправить отметку за экзамен по анализу плиз	grade
могу ли я улучшить балл за экзамены и зачеты пожалуйста	grade
как можно повысить отметку за экзамен по экологии	grade
я могу улучшить отметку за экзамен	grade
расположен где оценка неправильная	grade
оценка неверная расположен где	grade
находится оценка неправильная	grade
оценка неверная стоять	grade
оценка неправильная где есть	grade
оценка неверная распологается где	grade
находится оценка неверная	grade
оценка неверная расположен где	grade
находится оценка неправильная	grade
распологается где оценка неправильная	grade
находится оценка неверная	grade
где есть оценка неправильная	grade
расположен где оценка неверная	grade
оценка неправильная находится	grade
оценка неправильная стоит у меня в зачетке	grade
где есть оценка неверная	grade
стоять оценка неправильная	grade
оценка неверная находится	grade
стоять оценка неверная	grade
оценка неправильная находится	grade
распологается где оценка неверная	grade
оценка неправильная	grade
расположен где оценка неправильная	grade
оценка неправильная стоять	grade
оценка неверная находится	grade
расположен где оценка неверная	grade
оценка неправильная расположен где	grade
оценка неверная где есть	grade

как получить стипуху	finassist
стипендию как мне получить 	finassist
какие есть стипендии	finassist
расскажи про стипендии	finassist
скажи про то какие стипендии бывают 	finassist
расскажи про стипендии	finassist
скажи про стипендии	finassist
какие стипендии я могу получать?	finassist
расскажи про различные стипендии	finassist
а какие тут есть стипендии	finassist
расскажи про стипендии сгу 	finassist
большие ли стипендии у студентов	finassist
могу ли я получать стипендию?	finassist
какие виды стипендий существуют?	finassist
я хочу знать все про стипендии	finassist
я хочу узнать про сипендии которые есть 	finassist
существуют ли стипендии? 	finassist
мне нужно стипендия 	finassist
стипуха 	finassist
как я могу начать получать стипендию пожалуйста	finassist
как получить стипендию	finassist
стипендию	finassist
стипендия	finassist
как я могу получить стипендию пожалуйста	finassist
как получить стипендию пожалуйста	finassist
стипендию пожалуйста	finassist
как я могу получить стипендию	finassist
как мне получать стипендию	finassist
кто имеет право на стипендию	finassist
как я могу начать получать стипендию	finassist
кто получает стипендию	finassist

справка о доходах оформить	statement_general
получить справка доходный	statement_general
заказать справка о доходах	statement_general
справка доходный петь	statement_general
получаться справка доходный	statement_general
справка доходный как мне заказать	statement_general
оформить справка о доходах	statement_general
взять справка о доходах	statement_general
справка доходный получать	statement_general
петь справка доходный	statement_general
справка доходный получить	statement_general
оформить справка доходный	statement_general
справка о доходах получать	statement_general
оформлять справка о доходах	statement_general
справка доходный оформить	statement_general
